id,loss
2963,1212.1497
2965,2280.0393
2966,8818.963
2971,2837.7402
2975,816.2683
2979,1063.5933
2985,12022.414
2995,2643.2087
2996,1480.8921
3001,3914.9485
3007,3177.569
3008,971.8142
3014,3273.7874
3017,12900.51
3021,1282.3787
3025,3372.3665
3026,777.80383
3034,2515.7131
3035,2352.1633
3044,2815.7397
3046,3483.1445
3047,7044.7563
3057,2945.6804
3059,6836.4214
3063,4107.2915
3065,1516.9562
3067,2985.8457
3069,1692.3628
3076,4382.346
3086,1303.2905
3088,2521.8235
3090,2060.5405
3096,3283.6199
3100,910.9446
3102,2511.4827
3103,3156.5022
3107,1156.8126
3118,1339.5531
3120,4770.0396
3123,2062.4114
3128,1399.0247
3132,1730.1527
3140,1972.0638
3152,2471.8801
3165,3367.7
3183,1360.7583
3190,1132.1628
3197,2500.3713
3201,1000.18774
3203,1695.092
3214,2442.507
3219,1981.644
3220,1698.0664
3221,4139.4844
3229,1631.403
3234,1372.8168
3235,3761.9268
3240,1850.1296
3241,1872.4727
3249,2825.039
3254,1144.7742
3264,3723.2585
3266,2481.8567
3270,629.7471
3282,1832.2366
3285,2024.813
3289,1248.3875
3291,1660.123
3295,2508.169
3299,759.56696
3302,1558.7577
3303,8130.7837
3308,3394.1472
3309,3939.1829
3324,1529.8118
3327,5568.9575
3330,5541.517
3335,1695.9856
3339,2557.3262
3340,2770.6628
3343,1865.3801
3350,3271.9978
3353,2112.152
3356,10608.081
3361,3371.6384
3368,915.1053
3376,1481.804
3381,1151.5068
3383,2350.3982
3397,3924.7734
3403,2351.102
3405,1929.9905
3410,1375.7991
3412,3379.1682
3416,3425.3604
3417,1938.3873
3423,4463.973
3427,6763.7505
3435,3734.7053
3439,1192.7238
3441,2769.2102
3450,1570.4862
3453,901.0912
3454,1619.5724
3458,9131.08
3459,2236.4045
3467,4823.5117
3469,6474.653
3477,1124.34
3478,9287.957
3482,1352.78
3484,4693.607
3506,2609.9092
3515,7929.355
3522,3533.901
3523,1691.8452
3526,1112.7902
3532,1743.8907
3534,2070.3455
3537,1228.081
3539,1127.0984
3542,4513.2505
3545,1028.9443
3552,1750.163
3554,1312.9077
3573,2502.2754
3576,1085.3054
3577,3797.1045
3580,1698.7451
3583,1420.198
3584,1710.6389
3609,1036.7838
3613,6571.1567
3623,2243.665
3624,4004.3088
3638,7506.219
3642,2281.5808
3643,2239.2932
3647,1973.3889
3653,1957.2448
3654,4601.3037
3656,1745.2671
3658,960.8151
3659,3861.033
3663,6782.728
3664,3831.2808
3666,1135.5869
3681,1151.3745
3689,3093.6677
3694,3850.044
3695,1476.6421
3699,1712.2979
3701,2068.4219
3704,4150.894
3721,1085.9038
3726,4611.329
3727,2391.9211
3729,2486.8645
3731,4998.3345
3738,1398.2141
3740,3339.4575
3744,1107.189
3757,1024.8595
3758,850.4786
3778,1825.2759
3781,4470.6626
3790,7219.102
3796,806.6608
3798,8568.294
3804,1183.6531
3813,1175.835
3814,1286.5642
3815,2702.3435
3818,2027.6676
3823,2838.9802
3826,8161.0425
3831,2127.2126
3834,3757.5374
3835,3038.6707
3849,2619.6316
3850,2882.348
3855,2456.3193
3864,2209.4937
3867,3090.7253
3871,1150.2666
3879,1561.8376
3880,3039.0652
3882,4972.4683
3884,11035.3
3893,1973.6902
3895,1241.4231
3901,3357.3726
3903,1066.7258
3913,1367.0734
3921,2109.753
3929,2937.4553
3947,1055.7059
3962,2126.4685
3963,930.41223
3966,2193.1296
3975,2234.929
3976,7503.9956
3977,3028.914
3978,1390.9233
3979,1107.8805
3983,1934.5684
3985,901.5701
3989,9979.979
3992,1986.3319
3995,2100.6838
4008,2774.6255
4013,1594.0499
4029,2389.6467
4035,2900.4954
4040,2580.8093
4048,1035.417
4060,2880.4473
4066,1442.6678
4075,815.61475
4079,2513.7546
4083,1116.6447
4091,1893.3788
4092,7770.734
4093,2516.4934
4098,3459.63
4108,1591.72
4109,877.8292
4110,4023.3296
4116,2628.692
4129,2069.754
4130,5283.387
4140,2879.6934
4146,1797.7163
4150,4960.106
4151,9172.922
4153,1539.3483
4169,7322.103
4170,2499.7058
4179,1688.5679
4183,4346.056
4188,3817.152
4190,1989.7104
4193,1524.1514
4201,10127.823
4205,1269.4794
4210,2551.503
4226,2261.942
4229,1901.607
4241,2758.8516
4242,1565.5173
4257,4211.9053
4258,703.6008
4260,2989.9636
4263,4762.4946
4267,1118.7339
4273,2412.1794
4274,1960.7588
4277,1470.3331
4281,1908.8429
4283,5795.6636
4293,2872.6394
4294,1624.1494
4305,3832.9734
4307,3268.24
4318,1966.5115
4325,2627.9192
4327,4332.643
4332,3878.1191
4335,5427.504
4336,3840.3936
4337,605.7545
4339,5822.523
4343,1348.6655
4346,1343.9253
4348,1815.2692
4350,4305.5728
4358,2020.3704
4359,2106.1736
4363,2561.8848
4366,4457.852
4374,1192.7761
4375,2298.4937
4377,1583.0894
4393,3591.8938
4395,2175.0063
4400,952.1193
4402,7849.8643
4404,9637.593
4415,2719.9456
4418,1969.3951
4422,1615.0355
4430,1620.9519
4432,2358.405
4433,926.6196
4435,7107.772
4438,2056.4236
4444,1858.8097
4447,2612.8894
4451,5500.7925
4452,2113.304
4457,1611.1978
4459,4711.349
4469,1118.0934
4471,9515.105
4486,1075.4546
4488,2405.0657
4510,1541.803
4515,892.4695
4527,4222.2837
4530,911.2999
4534,1014.0859
4535,4459.851
4536,1560.117
4548,2988.4192
4549,1842.3506
4551,6421.905
4556,2499.7212
4559,685.7142
4564,1379.9307
4570,4637.4517
4575,9976.191
4584,3154.3416
4585,3218.3083
4591,2430.9548
4592,2889.3738
4593,1914.0646
4594,1493.9521
4598,947.7556
4607,3247.6096
4608,908.9806
4620,2689.618
4621,3931.668
4625,2749.6565
4635,2906.294
4638,6361.224
4652,3194.8088
4657,3552.1873
4658,1983.2689
4666,6304.4336
4672,1714.8125
4676,2756.0232
4680,1109.052
4681,6870.199
4683,3770.186
4684,1089.7023
4689,2727.6501
4690,3146.391
4692,2133.0273
4697,2032.6848
4700,2012.8907
4705,17303.023
4721,1859.2826
4726,1483.3201
4729,844.43335
4731,5007.68
4736,2081.2102
4739,1925.707
4740,1591.6414
4753,1294.9958
4754,2483.3645
4755,4738.2544
4756,1317.9177
4759,2198.4424
4764,1071.6262
4771,3855.4407
4772,1932.5928
4776,737.82874
4780,3472.1335
4784,1488.5745
4786,1606.093
4787,3652.6025
4789,1225.7499
4794,1786.259
4800,2636.6072
4807,4143.9487
4813,9026.317
4818,2870.5823
4823,11061.74
4824,2544.2993
4829,2478.3594
4830,970.1166
4835,3109.8137
4844,1971.4298
4845,1501.8308
4846,3161.673
4847,764.9886
4854,2513.237
4857,3473.4443
4861,1011.2155
4863,1127.0565
4866,3933.749
4869,4974.762
4871,1578.1654
4872,2079.1526
4875,2842.5596
4877,8478.918
4878,1268.0065
4885,2503.0251
4886,1492.9126
4888,3959.9036
4890,1236.936
4896,1099.9377
4899,2945.994
4913,914.1273
4916,2095.7136
4920,4757.493
4925,4974.3784
4934,2061.5483
4941,2215.2297
4946,1612.0537
4954,2857.381
4956,1203.1725
4958,4611.9497
4965,1424.602
4966,1557.2103
4970,3641.6316
4977,2001.8765
4980,2927.9268
4984,2120.319
4995,1255.1777
4997,3448.707
4999,2020.4514
5005,4210.7407
5011,2006.1569
5015,3014.285
5016,2170.9597
5019,2756.5637
5024,2332.577
5030,2197.9358
5031,2013.7013
5034,2519.276
5047,10653.473
5048,2609.1106
5052,1437.6692
5061,1914.9459
5062,5541.691
5067,3775.7185
5068,5118.031
5077,1484.4438
5079,2476.5776
5090,3304.04
5094,2134.3167
5103,2022.5375
5104,1076.2952
5106,1946.63
5107,2108.0042
5110,1285.0917
5114,2111.2253
5116,4292.808
5121,5383.2134
5122,3258.3872
5124,1329.5792
5132,4023.8145
5133,1982.837
5138,2226.3096
5143,2567.4055
5153,1769.887
5154,2100.418
5155,1065.1099
5160,2132.5305
5169,4106.1177
5172,3738.1765
5173,3597.8716
5179,967.52
5182,3145.828
5187,1204.0032
5192,3300.6086
5211,1555.8093
5213,3416.268
5219,970.9385
5225,2430.3997
5226,1378.6477
5227,5443.93
5228,2898.507
5239,3784.2446
5241,1943.7773
5244,2097.5083
5248,4315.601
5260,1470.8623
5266,1103.8699
5273,1937.533
5280,7653.946
5298,6046.5913
5300,1301.3086
5306,3185.7327
5307,1187.4688
5311,4385.72
5316,1380.9489
5323,920.98254
5332,1792.6522
5336,2070.9255
5338,1305.4531
5342,4567.666
5347,1547.2644
5355,4710.5522
5357,2136.4543
5362,1282.4116
5363,1612.2507
5364,1171.8912
5366,3408.2092
5374,5315.5366
5375,820.08704
5379,3130.9258
5380,2206.8484
5383,906.6243
5385,1420.2595
5390,2572.8713
5393,5468.8003
5398,1833.0616
5411,2862.5015
5414,863.1417
5429,1549.2927
5432,9819.467
5436,1360.2318
5437,5020.1987
5439,1092.9553
5440,3531.5706
5449,1807.7434
5458,1377.5469
5460,1115.5894
5462,1188.058
5463,2482.6965
5465,3161.114
5467,2982.7285
5475,2716.288
5483,2389.8237
5485,1441.3845
5489,1961.2471
5493,3040.6123
5497,936.63416
5501,1172.1877
5506,1389.3308
5507,1896.1174
5510,3153.244
5524,4795.0825
5531,1209.9753
5542,4666.8306
5543,2600.8743
5544,5886.2793
5552,1514.2559
5560,2234.1672
5563,4646.821
5573,2295.5256
5579,1244.7798
5584,3571.3398
5585,9967.881
5594,2051.57
5595,1623.7327
5597,2046.2196
5598,1330.0513
5604,2226.7673
5606,1379.113
5610,1143.9512
5615,6211.2065
5631,1537.6106
5637,1389.4319
5646,1624.3484
5656,3294.6885
5658,12469.912
5666,1665.3379
5668,2637.279
5673,1290.5903
5680,1495.7157
5691,2768.6824
5692,5956.779
5693,2183.421
5697,3591.7776
5698,2136.4119
5700,1981.0305
5704,2134.3264
5705,1838.2538
5707,1057.3813
5710,1003.73236
5716,1161.506
5720,1690.45
5722,2189.499
5727,1973.3174
5733,1412.6166
5737,2626.3013
5742,3714.8054
5747,1118.3307
5760,2464.905
5774,1761.4929
5788,5594.859
5796,1851.238
5797,1559.3698
5800,2528.266
5812,1907.4249
5814,1579.8667
5818,1366.1304
5819,3695.6438
5823,5170.4526
5826,3178.842
5830,1906.6804
5831,1678.4678
5846,3621.8074
5864,2327.5752
5869,627.7017
5870,4129.3086
5879,1669.2504
5883,11307.242
5886,1158.6549
5889,5532.3076
5904,2123.9531
5905,1073.9844
5910,2764.36
5911,2197.05
5914,1587.0482
5915,2207.4119
5920,1137.2483
5925,2042.8403
5926,2160.6953
5934,3134.3523
5939,2817.364
5941,744.09174
5943,1133.5278
5949,4267.9785
5961,2048.2239
5965,5668.3013
5966,2970.2393
5969,613.8871
5970,2402.2556
5978,3292.7493
5979,2997.1907
5983,1686.4034
5985,7512.194
5989,1728.6976
5997,2000.3008
6004,2408.2214
6010,5144.5034
6013,1695.4403
6019,1734.6764
6020,1267.8367
6032,1229.9778
6036,5866.103
6037,6473.6343
6039,1740.5437
6050,1788.0371
6051,1744.6045
6053,5282.589
6057,1716.3259
6059,1750.6604
6067,3912.3826
6068,1656.4595
6075,1578.7052
6078,891.0664
6079,4833.8213
6080,4675.4487
6082,5561.0396
6084,1148.1061
6091,3663.5886
6092,1078.5066
6093,5081.856
6096,1774.5511
6102,1563.3503
6105,1831.0444
6116,1757.5311
6122,952.62305
6126,1094.8384
6131,5940.9395
6140,6178.763
6141,1399.6646
6146,1156.3618
6147,2802.0808
6157,3330.3354
6162,2961.659
6163,2823.538
6165,2672.0168
6170,7886.6943
6208,2102.6643
6216,4390.848
6218,2052.411
6223,2323.9497
6224,2264.7295
6227,1695.3345
6240,10972.52
6241,1053.6343
6246,1370.4739
6248,4927.8276
6249,1108.6489
6255,1626.4137
6261,3266.8828
6262,8672.205
6269,1354.7206
6271,3187.9905
6278,2729.993
6284,1809.4878
6285,1463.4387
6287,1297.7366
6288,2832.3923
6291,2316.7266
6296,990.6112
6297,4125.4023
6304,2370.9402
6309,3556.2742
6310,947.46094
6311,2156.3357
6316,1573.2166
6319,1537.1067
6332,10340.9375
6335,6242.5435
6336,1210.7397
6341,989.091
6359,1198.6294
6369,2447.3528
6375,710.1888
6378,4372.7197
6380,3123.8943
6385,11475.445
6387,8290.457
6391,3543.4773
6392,718.20703
6393,3021.4224
6400,933.93726
6411,3800.0984
6415,2433.088
6416,2434.6306
6419,3989.36
6421,1174.184
6432,2546.6365
6438,1441.056
6444,870.91895
6445,1764.671
6446,1442.8698
6448,8201.9795
6452,1386.3479
6459,1771.9036
6470,4540.44
6475,996.386
6484,2713.7886
6492,2919.447
6502,2205.4326
6505,1290.4183
6506,1903.3176
6513,1776.4321
6514,3608.1133
6524,5492.5093
6525,827.9791
6528,1758.2178
6529,10338.129
6531,1380.117
6538,1949.9622
6541,3932.9734
6546,3200.3093
6553,931.584
6563,885.89136
6567,1970.7607
6586,6426.628
6588,2773.6233
6589,4832.8247
6591,4084.5935
6596,1332.9346
6607,1588.188
6613,11710.366
6615,2116.179
6625,1538.3335
6629,3030.4653
6630,2951.3667
6632,1448.6564
6640,1183.8159
6645,3066.7827
6648,2391.1838
6656,1678.6715
6658,2815.1614
6661,1591.5063
6663,2033.1235
6665,2879.0544
6673,1850.1714
6676,1640.5222
6681,1447.1598
6683,1932.614
6684,1051.8922
6695,1298.1063
6697,1544.3337
6700,3215.0737
6702,1138.1045
6703,1524.3098
6704,3611.3374
6712,5135.4146
6716,5255.1855
6723,1405.5677
6733,4113.6475
6734,2812.469
6739,4720.8057
6743,824.95306
6746,1562.8494
6756,1417.0657
6758,1530.6675
6765,939.461
6772,2168.388
6776,3928.7263
6777,1943.1692
6784,3990.0881
6785,1254.5066
6788,1649.0693
6790,2003.0531
6792,1049.1609
6797,1361.092
6802,2724.9998
6806,1379.4336
6808,914.73267
6809,4250.1245
6810,1563.8208
6814,1376.5254
6815,3625.9346
6819,846.65424
6824,3131.3423
6830,1637.3269
6835,6483.224
6838,1902.5842
6845,5265.349
6846,1294.8646
6847,3378.2178
6848,6494.4683
6849,3143.8755
6864,10041.217
6869,1599.0773
6870,1861.1191
6876,1623.3129
6878,2506.3152
6890,9370.346
6892,5128.697
6899,1234.5043
6906,1273.0793
6908,1564.2926
6912,2768.169
6913,1014.3907
6925,1309.6494
6932,1976.8838
6935,1384.9015
6939,1439.0538
6946,2199.7683
6950,1090.683
6963,1216.0448
6972,6557.231
6974,744.2121
6978,3368.702
6979,978.3045
6985,3260.5635
6989,4604.541
7005,1027.0078
7007,1687.1359
7009,5005.316
7015,784.23315
7036,3181.8909
7047,3198.6257
7049,806.80774
7054,3773.1416
7056,8087.886
7058,993.3881
7061,1161.7234
7064,1163.4854
7066,2024.0898
7069,972.70337
7085,1458.3672
7086,8038.0444
7096,1481.5721
7103,11774.515
7122,1931.2898
7125,5583.1436
7126,1121.4772
7130,1285.1571
7134,7008.5845
7135,1138.1559
7140,3967.2302
7145,964.48505
7148,2914.4973
7151,6350.7837
7156,4801.565
7157,1458.9218
7161,2362.6692
7163,1917.0
7168,974.60925
7170,6909.901
7174,723.28845
7175,8355.174
7199,1288.7563
7200,6067.604
7203,2262.4846
7209,1781.0028
7210,12560.469
7215,1522.7108
7240,4400.7866
7241,1609.3406
7248,1995.4283
7253,6107.388
7260,4505.9375
7262,1373.5802
7264,3500.9824
7265,2894.6345
7267,4421.9272
7268,5655.4604
7269,2811.7512
7270,2020.675
7271,967.4075
7274,5569.6167
7289,871.8717
7292,2708.9087
7293,2855.0154
7294,705.7481
7296,5980.16
7298,1242.377
7299,1775.8704
7304,5471.4106
7305,1505.0588
7308,2211.4949
7309,2641.2976
7310,1598.7173
7311,3339.926
7312,1853.0586
7317,1580.7716
7319,7693.1934
7320,3978.6042
7329,5531.566
7330,4962.371
7331,4115.716
7336,1224.947
7353,3226.4377
7358,3252.2048
7363,3848.758
7365,4275.7974
7366,1341.1476
7374,3625.0278
7377,1830.1133
7378,3444.1326
7382,2249.3982
7388,2642.6404
7398,2725.2522
7400,2116.91
7411,1554.3662
7426,2145.6492
7434,7373.2734
7436,611.70154
7442,1140.4514
7443,1524.4486
7464,1703.1827
7470,3513.9788
7476,973.3645
7478,1127.4028
7479,1496.422
7480,2681.0195
7487,1959.7504
7495,3294.0405
7498,1779.5138
7507,5402.312
7525,7871.1543
7527,1364.7944
7528,1428.9225
7533,967.02356
7535,3762.466
7536,626.5825
7537,2824.9192
7544,1394.4635
7552,2337.275
7553,2667.9836
7554,1723.529
7555,2039.8408
7556,7209.2197
7560,2213.5686
7564,3961.264
7570,1289.261
7571,1210.5361
7573,1782.7036
7574,1651.8263
7575,1114.1057
7592,1743.8165
7595,4867.5874
7596,2028.2859
7601,3205.2344
7608,2118.2927
7610,1125.9271
7613,2487.9888
7623,2841.7075
7630,1170.7498
7638,1177.7129
7643,762.3618
7647,4041.9922
7671,939.06775
7672,2025.6831
7676,2461.508
7682,1062.4834
7689,3102.2424
7691,1972.46
7695,3471.1418
7705,2618.3909
7707,4590.284
7709,2307.0066
7710,9065.199
7714,3126.8308
7716,3843.5193
7717,2092.7092
7718,2249.4985
7719,2452.0757
7720,1298.9476
